corr_landing,corr_terbang,corr_kanan,corr_kiri,corr_depan,corr_belakang,subject,loop,command
0.16810774309385573,0.13892587786876417,0.12115256228537154,0.13736811622860273,0.08772178234266503,0.07965442201324442,fahri,1,landing
0.20905667335561284,0.08971433111391267,0.08499167350332466,0.1311151485221818,0.04324911243745775,0.08457011902077939,fahri,2,landing
0.1669816177339837,0.09755846033483744,0.17461627164615756,0.06259052015344198,0.14572715584769952,0.06613939200591647,fahri,3,landing
0.1689954335147211,0.21760318744758997,0.08807906302907083,0.11981865470692424,0.05482263931903713,0.12566164619677647,fahri,4,landing
0.09551695558215097,0.186617999830343,0.09532479751889958,0.06701128560934802,0.15250353742536374,0.037186593447721183,fahri,5,landing
0.17286082093562966,0.08629306994993956,0.13523189129581484,0.09236780154568434,0.06649033577281387,0.06879712352761846,sultan,1,landing
0.09928773369007445,0.07959315428759649,0.09643427328913509,0.14585513140589715,0.08265975899491199,0.08075752648179324,sultan,2,landing
0.14002981424176986,0.0840248971651464,0.12309087837383699,0.03709113813265887,0.10796628459350688,0.03533228655412552,sultan,3,landing
0.17094458593346742,0.14599304755811618,0.1481798147839982,0.17583012214725038,0.08075320519797037,0.12116575278670216,sultan,4,landing
0.08073645089840883,0.027643720342004584,0.06805518134257581,0.09941968387549165,0.0990043115519042,0.031234005603923136,sultan,5,landing
0.16244164703017164,0.06434365014543345,0.1523965246174038,0.10476667199349343,0.04354827044775842,0.020776228829664786,syarif,1,landing
0.12134146904424398,0.1464107598368577,0.12824547163607442,0.12496590221100104,0.08194823239905662,0.025472283260542527,syarif,2,landing
0.10630222004853908,0.06361240714205735,0.10830108074396738,0.08685053640287099,0.08715295598465214,0.04984698893930929,syarif,3,landing
0.10205506796293616,0.11930077539965962,0.07331335182006887,0.1110672477114834,0.04326331617667,0.11018681602661001,syarif,4,landing
0.09771212674922333,0.11879217904264261,0.1079476832678174,0.11633337039626858,0.0956161521990415,0.12281077433577091,syarif,5,landing
0.10534522731714238,0.06319335295935208,0.10986271121276449,0.085374402959046,0.04940803872317914,0.04955213799520595,usamah,1,landing
0.10285322443435808,0.139546868222549,0.09502839104432736,0.16452101469144,0.10296762474098572,0.10114599024418655,usamah,2,landing
0.13054650030754794,0.07176762215147584,0.10792458054794839,0.1350371872576048,0.10368612897816785,0.20272480232893764,usamah,3,landing
0.18617129068352273,0.1102170891118295,0.1202014754708455,0.07545008128726327,0.07993519637435229,0.10348585095855735,usamah,4,landing
0.12499730859505412,0.05609590187490485,0.09415013706043743,0.04422211545949211,0.08365159776646863,0.03494655374774776,usamah,5,landing
0.25203088422888764,0.20139795353500778,0.12640220226959825,0.1449924428952576,0.03435365513987708,0.053469552181436564,fahri,1,terbang
0.13792696349010633,0.25641731900965387,0.08423651175775125,0.15109858721937866,0.09206716934766364,0.09764508877566237,fahri,2,terbang
0.09979020061096085,0.17087534164249743,0.08828755632387889,0.06838300372320051,0.05976296799896787,0.08007794325753392,fahri,3,terbang
0.16482100990361087,0.2549086463736096,0.09605917785238882,0.1173508306103443,0.1055450601003946,0.050633951234759104,fahri,4,terbang
0.09846292504062222,0.2389390194246,0.08383419030573086,0.08567182758763524,0.07654562678578856,0.030336786468045888,fahri,5,terbang
0.07600210161283093,0.11053686889829654,0.136667988719875,0.11490390410571687,0.03999050161298076,0.006675843108098338,sultan,1,terbang
0.1136239207706407,0.10976288279886456,0.15541239687434366,0.10722153458091156,0.07100150316499468,0.014688402881800575,sultan,2,terbang
0.11249201387456645,0.1126759981478243,0.1389704030619983,0.1674702218646221,0.06540931690086914,0.14125674897015023,sultan,3,terbang
0.17379044660277004,0.0897096087522982,0.06558938408022061,0.15510933681707162,0.09602836081433869,0.04324495701497192,sultan,4,terbang
0.12520531540092897,0.07555640231814131,0.12529803098572456,0.10323794275871721,0.13194595291212546,0.16255809927710685,sultan,5,terbang
0.11972401270535517,0.18551917730119002,0.09396002532084005,0.07410928613997264,0.11264037894590476,0.07849328516445273,syarif,1,terbang
0.12642805404578897,0.18017074744617512,0.0685283251310438,0.06779807514914078,0.16164393963555168,0.012679874892482942,syarif,2,terbang
0.10581290859000121,0.06181372234078848,0.11105649952052919,0.10519025722389898,0.20858299069517644,0.010842841376592083,syarif,3,terbang
0.11983825116073117,0.04913153940471619,0.06939251286490761,0.04183904044825231,0.04919295850049298,0.039693053543447175,syarif,4,terbang
0.11386941428846249,0.11857244010934744,0.06009112834373281,0.13063329208471433,0.07153899889931209,0.02390177045196634,syarif,5,terbang
0.19568597292785805,0.055424850397067835,0.1118135460250184,0.12106398235445312,0.09439761071635865,0.10285177284225945,usamah,1,terbang
0.12087293231533898,0.027909647368248497,0.14904499255582196,0.1644996479808049,0.11984735120926243,0.04733797271637279,usamah,2,terbang
0.12437279837836318,0.06850024502786553,0.13619196572599201,0.07196584937854968,0.054898080833702664,0.13666793928754395,usamah,3,terbang
0.10339387584274162,0.11119904096325663,0.10701720267422897,0.14407652678404312,0.08169734829140053,0.09513234521794858,usamah,4,terbang
0.06448482523455161,0.102794618196848,0.10807439544578396,0.1508009035079796,0.08342071661658838,0.1924938884125772,usamah,5,terbang
0.06703035723700915,0.11700499377023064,0.1593941199906987,0.10187633304978003,0.07453908328838857,0.02206021157687396,fahri,1,kanan
0.1472887019965191,0.06837659685701376,0.08241512812097836,0.06663136000783765,0.11295457250496857,0.047684818979335845,fahri,2,kanan
0.16030532984515183,0.15848318861662866,0.08186950829789123,0.08205650666234394,0.061921626987314474,0.08900470563497087,fahri,3,kanan
0.07691326631601694,0.10153447237142996,0.12478269491525035,0.07304783848891397,0.05129338149017411,0.08229064559318248,fahri,4,kanan
0.06819331425112625,0.09636132730607132,0.04066734488991363,0.10493855425651603,0.09399497407829074,0.07468704257096606,fahri,5,kanan
0.045125911517890006,0.10021105034545054,0.12416101800305934,0.08511296498170277,0.0906452432313736,0.03578438835521847,sultan,1,kanan
0.1256553624021428,0.12119119988293024,0.1417594655997634,0.098448420598703,0.09124960033686513,0.09877911989915268,sultan,2,kanan
0.0818012990529824,0.10216072267079482,0.1085384378560173,0.10222681106072098,0.024066798985870063,0.05276718544019339,sultan,3,kanan
0.12406950436879559,0.10498799366113033,0.03848528607962719,0.13039357400766355,0.039512043457530385,0.043486927476741634,sultan,4,kanan
0.09731332751849164,0.1567831318703016,0.14690170034961966,0.11075929739752088,0.05219153420039342,0.01827809736919983,sultan,5,kanan
0.16798782972014234,0.10086830882843885,0.09441726544857805,0.05503442509722497,0.055461912092607916,0.09263479355976593,syarif,2,kanan
0.13945316479228337,0.06975774254937125,0.13301461069437392,0.14717314706393222,0.08351155142543686,0.08593630912583608,syarif,3,kanan
0.15053738394148927,0.10054314831898416,0.0799214297975832,0.1296423482367451,0.015452799691296568,0.025377439429979963,syarif,5,kanan
0.14312810000439846,0.16805438645926468,0.11353951380591984,0.05862140234073516,0.09428557484478702,0.060309197071315775,usamah,1,kanan
0.06820706731425254,0.057003227958003604,0.09347297123371522,0.13736505722256379,0.09217609716192475,0.1706293482005502,usamah,2,kanan
0.11226157225466589,0.10030566108680568,0.09600839055687167,0.13167280758020236,0.013785043256570428,0.16097683637519303,usamah,3,kanan
0.13157808931771964,0.13261429074124545,0.15649661005963642,0.10586858970986664,0.05789660757919236,0.12645048330453407,usamah,4,kanan
0.15164321088017158,0.11580791873490001,0.07921298445323471,0.12814625820161887,0.06160432738231441,0.10490327921924805,usamah,5,kanan
0.06351577861933251,0.10994591424762505,0.10675255222821475,0.23133703975313222,0.0896018520532639,0.007582256226233017,fahri,1,kiri
0.0764355723451915,0.06809698130077572,0.07392196048701741,0.11040061954110762,0.08758203223018031,0.0836847741553219,fahri,2,kiri
0.09704744782485171,0.16142036313460043,0.08581670339758607,0.22527652121826905,0.039709497671550534,0.08338525255594068,fahri,3,kiri
0.12547079818375753,0.09316079706790717,0.11162788806731978,0.2898768982413283,0.059859037893999656,0.061513874776044204,fahri,4,kiri
0.058300546535436884,0.12171773047867425,0.10623825766392232,0.37479291938155485,0.03569024906241349,0.07307765256127714,fahri,5,kiri
0.06193134243399858,0.04497368975665175,0.058086641406977065,0.08541014680279976,0.10393375391388862,0.07235039930533153,sultan,1,kiri
0.14868329577513875,0.10197830799536403,0.0572899569246562,0.08436289795665278,0.07664951803724133,0.06147979717904577,sultan,2,kiri
0.19828138206191853,0.11268209436798557,0.12910779394168265,0.08828403856882203,0.09322527866601397,0.025459327450577652,sultan,3,kiri
0.18109478470682133,0.045806725669225085,0.07881224468816905,0.1105337081736104,0.04620418625026228,0.14051021075950387,sultan,4,kiri
0.1898583553741618,0.13803506386394815,0.09779863941586342,0.12035864848618096,0.03287378071174631,0.09497933666255313,syarif,1,kiri
0.1681242338592738,0.10826021860078648,0.10342908334135982,0.11963916128308826,0.08322937292706904,0.07929697119451863,syarif,2,kiri
0.09561114604558632,0.11857615823890727,0.13092501442679305,0.11206951462530432,0.04325200051720857,0.06779964835693808,syarif,3,kiri
0.16411355839035105,0.060555547780967604,0.08482004126110787,0.08747160120281634,0.09844138275795977,0.05496214382874971,syarif,4,kiri
0.11326545369688476,0.053087100674685084,0.05153106047877094,0.06673719910407072,0.04641862833032672,0.04735991648822674,syarif,5,kiri
0.13148858189794294,0.1514618865817067,0.16772224047351048,0.14399837534709997,0.0722614312104167,0.047998136556838406,usamah,1,kiri
0.1255375305931945,0.08777415961077178,0.0805111472869223,0.13489593925292034,0.042771649026578124,0.10506024093686711,usamah,2,kiri
0.10553838597362358,0.11382521496305104,0.10882546539003768,0.09565745571474524,0.09546904755347387,0.050066726563754896,usamah,3,kiri
0.20227553571954163,0.08050254001309173,0.12978714756227971,0.13949053629132804,0.1298628730329568,0.05713825126784378,usamah,4,kiri
0.09085835836058778,0.06718244832144864,0.08853889630500912,0.12124237908684528,0.07388073016645663,0.05816272432371915,usamah,5,kiri
0.09268751812703942,0.11728526376241816,0.06108004378530658,0.08976675729208693,0.019218935358055456,0.11555027249932312,fahri,1,depan
0.1168004351713991,0.15882044499291023,0.04118670479185593,0.08336731289596862,0.026267555273592962,0.0695925423485942,fahri,2,depan
0.1723343137695702,0.08558696010797213,0.05452380897437715,0.05024963694579677,0.06648695914092881,0.1729253930766566,fahri,3,depan
0.1352484678590064,0.054097084889917275,0.10820013753231567,0.18734765537842327,0.0551499355938888,0.045204886098149974,fahri,4,depan
0.21289063418332532,0.14037233785705494,0.1512841522319633,0.09745044093535649,0.02129477092325294,0.08025109454825731,fahri,5,depan
0.10858296245457477,0.06849037196397115,0.07479440687921085,0.06789233248066485,0.03040700121159132,0.04391756878852674,sultan,1,depan
0.15289822706644546,0.04433329318653881,0.07922657615125599,0.11066679661947634,0.13618399173280105,0.08650867064749172,sultan,2,depan
0.15574519948263854,0.12938314859246736,0.10968788059804162,0.17120860952527772,0.10576808541898255,0.14605463465749063,sultan,4,depan
0.1061503866773404,0.07443557747885057,0.08001890032174418,0.09975404775749967,0.05128840146318056,0.04586878145305721,sultan,5,depan
0.08819119318703246,0.21677902955681003,0.10139494358789973,0.05807599662741228,0.2126534602175496,0.05622136084394005,syarif,1,depan
0.15310341575520872,0.05383647140946849,0.06821027378163755,0.09353348169625506,0.03009127663549357,0.036556413166424086,syarif,2,depan
0.04686482026664491,0.07754677207410872,0.04670605428466587,0.15167678386497188,0.11882439083374238,0.0404483295507625,syarif,4,depan
0.10544223874080914,0.11220676550190682,0.15890970041510386,0.12177029433080916,0.06784369740968253,0.07769710636736296,syarif,5,depan
0.11285778929304575,0.07443047777153541,0.10350540046754705,0.17805984560985313,0.0996044506181583,0.06263282408664655,usamah,2,depan
0.09743143561447502,0.14446238062916514,0.1593210554440446,0.1583365271524795,0.13604356830490194,0.10586289361902451,usamah,3,depan
0.16841315503836718,0.09262079819724933,0.1026152491333147,0.19448827835028523,0.10737791302260455,0.07286347130480188,usamah,4,depan
0.10083615043439985,0.0664960749833792,0.10717706953085594,0.0980629230894263,0.05037396659728441,0.09215041971241776,usamah,5,depan
0.07329044548543792,0.07204865797558159,0.18539695344833929,0.09869056313804912,0.17864438754521156,0.08727406699002475,fahri,1,belakang
0.07395131304155908,0.09509130779725818,0.16319290252826069,0.11774484763235495,0.3038081104390942,0.12595613659396318,fahri,2,belakang
0.08620384912449543,0.14742682352238237,0.1151587673786551,0.11692765591074589,0.11774076430989704,0.019376125557832108,fahri,3,belakang
0.09835693412355823,0.06498517102916207,0.09237870020533148,0.07052388589290358,0.24361288752508395,0.009792271348728778,fahri,4,belakang
0.16614626391019793,0.10462486463060064,0.09177306817662692,0.15133417162225798,0.23339029727467256,0.06664794332455136,fahri,5,belakang
0.15761637186570485,0.08387595801981401,0.04785855030525693,0.13158155098589291,0.05088890797197281,0.051552397866400125,sultan,1,belakang
0.077573557057822,0.10013209727188171,0.16893330419067173,0.13020330845799194,0.07352067911876017,0.018600219751274613,sultan,2,belakang
0.10455086214334729,0.10254680258027647,0.03261771105628771,0.043395818787835654,0.12324010082824106,0.06272438152231624,sultan,4,belakang
0.11504591697904232,0.06986890658150423,0.10340511534134188,0.07563079566942724,0.05605072704104315,0.02601825188313742,syarif,1,belakang
0.12484350125289298,0.1276105022895492,0.07070605328026762,0.0824135862665554,0.14141762662144602,0.05285614210465282,syarif,2,belakang
0.04758425934288866,0.08966242979650149,0.08593931556353075,0.16877129371072988,0.06855343754079089,0.03155727489057976,syarif,3,belakang
0.15491485864150978,0.13576892702392396,0.1248620962799326,0.1130605122127759,0.045096644044756745,0.052117128692785224,syarif,4,belakang
0.07632452203790421,0.11088794821319088,0.11388199942828861,0.1451062689085656,0.07448282993271871,0.08216556144583728,syarif,5,belakang
0.036535118337269155,0.14745993353503886,0.0817181361460415,0.10962893261627653,0.007084193925165763,0.15872605627574582,usamah,1,belakang
0.14983772778511048,0.05137233292002619,0.15099757865446428,0.0413307177801994,0.1017410899911584,0.061977969441876606,usamah,2,belakang
0.12848318074545234,0.029452067320981025,0.12222396489092031,0.12150458211599159,0.12901132619765804,0.12514535956777287,usamah,3,belakang
0.08704774872494199,0.02413191282931888,0.09461450500679448,0.11323468750457136,0.08600609182944498,0.12320018445070581,usamah,4,belakang
0.13515944177436146,0.07465115356818505,0.0769710334500392,0.07202161501141027,0.09311174426559765,0.08886963143839335,usamah,5,belakang
